,PH,TTP,AUC,MTT,Max_Df,BAT,PH_Frame,AUC0.5,AUC1,AUC1.5,AUC2.0
ANY_315,23.964924499021024,1.9000000000000001,43.16647745151444,1.2,3.9796372566537777,1.1,6,6.811055310483512,18.27915312600994,27.026322193426466,32.83107238751182
ANY_366,59.98826649092082,2.8000000000000003,117.4224276911957,1.7,10.5398087772721,1.4000000000000001,8,27.055094110417983,78.97145258073607,104.29456351245955,115.80164251079614
ANY_166,14.202050164956626,3.7,97.84185509399525,7.300000000000001,3.0266235890291493,0.7000000000000001,11,40.09564047915914,88.32878914291605,97.25899707529265,97.25899707529265
ANY_149,4.924007758247243,2.1,17.388591795538336,4.300000000000001,0.9028593106927848,0.4,6,5.321594071655332,14.052126427936573,17.29257327142775,17.29257327142775
ANY_180,19.579385171846937,2.5,82.41938345620056,4.1000000000000005,2.6968779272482406,1.1,8,27.890992023871416,57.885640012607176,73.6135596883138,80.03998995261519
ANY_349,3.7711514891016065,6.1000000000000005,23.966139295637973,6.8999999999999995,0.4827279087929159,1.3,16,10.467788496964857,22.35185760264368,23.949342532509817,23.949342532509817
ANY_386,0.2713532255800005,4.3,1.372172382995207,5.6000000000000005,0.02218242835557631,1.1,13,0.5498473763820303,1.2410979321836857,1.3721643565733048,1.3721643565733048
ANY_397,0.15414438685783582,0.9,0.1263295192136051,5.2,0.025680340209887874,0.0,3,0.10633266255219957,0.10744052821254656,0.1263295192136051,0.1263295192136051
ANY_114,5.9471092733518205,2.9000000000000004,29.113950337211357,6.1000000000000005,0.48313112956157234,0.9,9,13.430001983654057,27.018792705151824,29.076405403687694,29.076405403687694
ANY_143,5.871521985178536,3.2,26.168064168936212,5.0,0.6486244041408538,1.1,10,11.458547516045652,24.011230668390986,26.180499474275333,26.180499474275333
ANY_355,8.271522316756247,3.7,58.03560374282493,7.8,1.1445389276231825,1.3,11,27.20127780163444,55.73087213689288,58.00492079780402,58.00492079780402
ANY_371,0.02625986450983311,0.5,0.014773527757911561,0.5,0.007146648021688202,0.0,2,0.0014205544649960914,0.007898221073833972,0.01266679766360686,0.015134326893364651
ANY_181,,,,,,,,,,,
ANY_309,29.35866392031024,3.0,74.32829308864969,2.5999999999999996,2.799207989897317,1.1,9,18.51881818444207,55.36969810796708,74.22393342386896,74.22393342386896
ANY_198,2.209119337028816,2.0,7.2038551684558145,6.500000000000001,0.2091411193524162,0.1,6,3.700782079621866,5.856377050824275,7.195765170747841,7.195765170747841
ANY_195,13.142694653813109,2.7,33.56669155968016,2.6999999999999997,1.9319568341742686,1.2000000000000002,8,10.886805623616116,27.553450622228844,33.52154755540653,33.52154755540653
ANY_159,18.386229727197573,8.1,174.3444283238831,10.200000000000001,1.4870338225834872,1.0,18,71.29638505788768,164.04648249636156,174.24848578745025,174.24848578745025
ANY_157,13.577594186655698,7.7,102.82283222440383,8.200000000000001,1.208292907379008,1.1,18,42.61341392964455,96.29539843887801,102.39536744374742,102.39536744374742
ANY_113,5235.0321726562015,16.6,15511.46040749915,2.700000000000001,131.6811034177772,10.200000000000001,27,935.8893882628679,2768.362074383377,5565.772632424059,10189.204552333906
ANY_303,17.679705211960176,2.2,36.556713011988776,3.2,2.876207499772755,1.4000000000000001,7,19.57582326782797,34.12701584438176,36.569023722156906,36.569023722156906
ANY_327,9.781514341265034,3.2,34.28380011933548,3.8,1.748523471121953,0.0,10,2.3383767533521227,16.633915960876624,29.004572828655043,34.29520257572224
ANY_361,15.609011040321462,2.1,58.10553004556489,3.9000000000000004,1.7765457247483547,1.0,6,22.579688061033547,52.49926022858329,57.98632007602878,57.98632007602878
ANY_112,21.846064010284326,2.0,60.364959740242945,3.5,3.3247073013008306,1.0,6,27.6587832357198,55.28607041092775,60.506648729541354,60.506648729541354
ANY_138,6.532753407444802,3.1,35.087292679153734,6.1000000000000005,0.9036482836541959,1.1,9,16.01267390243537,33.08410184860558,35.08096676816884,35.08096676816884
ANY_301,15.002058082078396,4.2,97.62886346508873,7.1000000000000005,1.3618226112456233,1.2000000000000002,13,40.01689747266,90.81403674492927,96.83529803168099,96.83529803168099
ANY_392,11.61523296985354,2.6,41.548056995751814,3.7,1.306924420472042,0.7000000000000001,8,14.621975445444127,36.08963902775085,41.475646207866234,41.475646207866234
ANY_102,163.72820370990954,2.5,293.5737021263704,1.6,34.98996760450501,1.8,8,82.21886422346492,196.9426169635591,251.89061608488657,273.03028213706654
ANY_122,24.73466076272308,1.4000000000000001,35.09767424598491,1.5,5.108606916622816,0.7000000000000001,4,8.937326491804868,26.368198973710896,34.729972943057575,34.729972943057575
ANY_145,7.277135114383909,4.0,43.28545773765778,6.6,0.686991042338996,1.5,12,18.123018777555455,40.79335886441793,43.24994987875015,43.24994987875015
ANY_359,2.801642615505809,2.4000000000000004,8.90957381171318,4.0,0.625209880349939,1.3,7,4.429172774127797,8.324547564943138,8.935697354648171,8.935697354648171
ANY_332,5.8524424773409836,2.7,20.474750675203182,3.8,1.0399257831688018,1.4000000000000001,8,8.778842132470139,18.471560351399084,20.47902237204795,20.478421617898803
ANY_365,12.690454585911931,2.6,33.84468951757166,3.2,2.079947713446905,1.4000000000000001,8,15.997807272977862,31.369694801624327,33.75982563751183,33.75982563751183
ANY_161,9.93571774971061,7.6000000000000005,76.77467657840549,8.700000000000001,0.4450656520839673,1.8,18,25.833005650469143,67.18796735255944,76.5038915313638,76.5038915313638
ANY_300,8.567052058989272,6.300000000000001,48.94427805029004,7.000000000000001,0.8239652754477399,1.3,16,21.718060303973157,46.470854572291,48.54096634562024,48.54096634562024
ANY_334,4.893056899627796,1.8,16.484000811917664,4.0,0.8149108829600806,0.7000000000000001,5,7.480793523596235,14.28246314987079,16.48438852906663,16.48438852906663
ANY_163,15.885070246824085,1.5,52.8821172549696,3.2,2.0610403137992077,0.5,4,18.192940386037165,37.151486659338275,48.724445399583146,52.86474867144773
ANY_174,25.867288471433124,1.8,119.06557162159847,5.4,4.880688307604111,1.0,5,54.19798272387251,110.30455098243034,118.33846244871305,118.33846244871305
ANY_200,0.0,,0.0,2.6,,,,,,,
ANY_119,7.953739702330818,2.8000000000000003,27.16300794343374,3.5,0.9807585664950158,1.0,8,9.811438883446954,23.909299275115792,26.848727252033097,26.848727252033097
ANY_133,3.332415445914967,3.0,13.51202260678976,4.9,0.26971710448151437,1.5,9,5.68965087119037,11.296892511931683,13.524222536576412,13.499586685023736
ANY_156,58.8330322570709,2.1,68.54370029298482,1.1,11.490084515644345,1.2000000000000002,6,12.351266521908375,46.127542360013315,64.94098053587487,66.96890748592274
ANY_165,23.105633587958977,2.2,75.78593536923086,4.500000000000001,2.2878347996006276,0.8,7,38.842784527545945,70.30075727928377,75.34662628225976,75.34662628225976
ANY_329,,,,,,,,,,,
ANY_179,9.743839311002501,9.5,78.04174147808547,9.600000000000001,1.0619736332038658,0.5,20,28.023229655242954,71.1325171156393,77.8772582187683,77.8772582187683
ANY_389_View1,0.9447439259750584,6.2,5.564392096039029,6.5,0.07412903850002409,1.5,19,2.195136072582974,5.103751136753422,5.556845787701034,5.556845787701034
ANY_389_View2,1.4818324786609858,4.9,7.491072246080665,5.800000000000001,0.07137037795831778,1.5,15,2.746878680722621,6.504544264416221,7.486776866724823,7.486776866724823
ANY_193,0.6421301859268949,1.6,0.9041769847780607,0.9000000000000001,0.15872048997884172,1.0,5,0.11043805842227794,0.41392432275139746,0.5699313764500927,0.6632267951313223
ANY_337,7.811407817001844,3.9000000000000004,41.98653115203345,5.9,0.8305680720896722,1.7000000000000002,12,18.09955255720943,37.74752316537342,41.90449854567761,41.90449854567761
ANY_342,9.667253769080688,4.800000000000001,34.37346735513886,3.9000000000000004,1.1794037930990604,1.9000000000000001,14,12.675098404412262,31.10788369896389,34.341378534137384,34.341378534137384
ANY_187,14.550653109139446,1.5,30.69983213343127,2.9000000000000004,2.18165671857795,0.6000000000000001,5,14.755742823659492,27.698106362290982,30.578915029693523,30.578915029693523
ANY_347,2.8787752767040606,1.7000000000000002,8.891025817194487,4.5,0.8435043469034189,0.0,25,3.550410833264255,6.998296848005335,8.891025817194487,8.891025817194487
ANY_380,0.3220138549804687,2.0,1.024925808918287,3.2,0.05526262426485746,0.9,6,0.38789976254973924,0.7820903823840339,0.9679326926814346,1.0241031407094212
ANY_370,2.595076724630993,2.1,11.889516553004418,5.1,0.7772271565437451,1.6,6,5.627563196817487,11.115387517613108,11.925917235594742,11.925917235594742
ANY_320,7.982216286189787,6.4,11.777308013962168,1.6000000000000005,0.688600491939146,4.4,17,2.233154917572807,7.049485867897794,11.74985614707233,11.74985614707233
ANY_345,1.5618709228350434,5.9,5.738427963916102,3.9000000000000004,0.15984744922799257,0.0,18,0.4018064300599614,2.8718963901282306,5.583584280879183,5.738427963916102
ANY_131,13.152945595824413,2.6,55.85436655338005,5.200000000000001,1.491352412771978,1.1,8,27.027011351575005,51.58099118742162,55.84166166542254,55.84166166542254
ANY_348,9.103044600225916,2.4000000000000004,9.721590047432832,0.9000000000000001,1.8840593527170935,1.7000000000000002,7,1.749572416632346,6.075510461449194,8.188980394056006,8.781635787430742
ANY_118,23.39662561730083,2.8000000000000003,92.85284101424323,5.200000000000001,2.9511875782997805,1.1,8,45.736808419522596,84.93932068244457,92.83437751065674,92.83437751065674
ANY_121,11.959193623293968,2.1,29.789880386122814,2.9000000000000004,2.121965042035645,1.4000000000000001,6,13.128968321775014,27.17736078080382,29.7973922841162,29.7973922841162
ANY_199,1.0645517555645099,3.7,4.659055432235713,4.9,0.10943579321219143,1.2000000000000002,11,1.81383376619201,4.278520949011983,4.654145536909361,4.654145536909361
ANY_167,19.9956909505329,1.6,62.05599960710777,3.4000000000000004,4.527514655189316,1.0,5,24.76229144979022,44.746893509907245,56.773183002318625,61.91914803014248
ANY_308,15.670323022144903,5.9,108.36061755655403,8.9,1.69752329255105,1.3,16,49.14517321998126,101.95618706776595,108.08658788922762,108.08658788922762
ANY_374_View1,0.047196654623075686,0.2,0.022767754350445753,0.30000000000000004,0.034976779442697545,0.0,1,0.0017488389721348773,0.010384091511133915,0.014054191535533663,0.01706505765047062
ANY_374_View2,0.3002851618555023,0.6000000000000001,0.1311293447410741,0.4,0.08639455225395332,0.2,2,0.022650779233464077,0.07515317489369776,0.12388925047583667,0.13657119371945436
ANY_150,10.830670951859107,2.2,44.646158547475565,4.4,1.5596119336317593,1.0,7,19.147957137795313,41.0045426265757,44.57657531833816,44.57657531833816
ANY_103,12.295276464069508,2.4000000000000004,39.64904663727162,3.4000000000000004,2.060237755215643,1.3,7,16.061208219571462,29.54594677064586,38.28922667378967,39.72626956187187
ANY_132,5.208775012915574,6.4,32.245828768712244,6.8999999999999995,0.796488695016017,1.4000000000000001,17,14.819249048517316,30.861156903893473,32.248265520185676,32.248265520185676
ANY_196,16.806959184581977,2.1,49.68584726020263,4.500000000000001,1.484748897191233,0.7000000000000001,6,25.104101252360106,43.87579811977535,48.930011344126704,48.930011344126704
ANY_176,25.91943458319509,2.1,48.39009395146288,2.0,4.313183657786619,1.2000000000000002,6,16.40725833869809,39.40995157216409,48.01469170961962,48.01469170961962
ANY_120,8.072074734148378,6.1000000000000005,45.10076074692492,6.0,0.838942577917501,0.1,16,11.624065510410224,32.83276723390468,45.06923890874645,45.06923890874645
ANY_111,9.836939381052108,2.4000000000000004,47.94667356193805,5.4,1.791482693667387,0.9,7,22.532242196782285,45.5972814977876,47.94308552934685,47.94308552934685
ANY_328,11.475884095719394,3.1,43.20050323686739,3.9000000000000004,1.194826410635598,1.2000000000000002,9,13.898671386831163,35.174062375778554,42.396425826283775,42.396425826283775
ANY_197,32.30911385552014,3.3000000000000003,73.27266385956854,2.4000000000000004,2.65732587076832,0.9,10,17.972237466177006,53.68772573938503,72.88125406085628,72.88125406085628
ANY_373,10.306728205417905,3.1,54.743634374090455,6.000000000000001,1.2344484907370887,1.1,9,24.28857594240374,50.19718963708919,54.21987344671331,54.21987344671331
ANY_171,28.795579888565218,1.9000000000000001,80.55537961042843,5.6000000000000005,3.9747796501403077,0.9,6,46.09416619188453,73.69973200366776,78.89832331600819,78.89832331600819
ANY_379,7.251022133909747,3.3000000000000003,37.97898985212608,6.0,0.719428251301461,1.1,10,16.930767938982683,35.17959843737504,37.97178943125861,37.97178943125861
ANY_107,3.8917582913923336,6.2,8.006813486679173,1.0,0.4254500054607877,1.1,17,0.44827997659750723,1.1893162493688028,1.994682895578293,2.728516362702152
ANY_123,10.195290515550328,2.8000000000000003,23.62026747012994,2.1,1.288979148771939,1.4000000000000001,8,5.857059550768566,15.802753893168497,20.04532940313259,22.16069258092844
ANY_336,25.49375249654593,3.6,42.23403877547922,1.7,2.392623777376468,1.2000000000000002,11,6.565069825926432,24.76203309037746,41.80611646766128,41.80611646766128
ANY_178,71.26882774334776,3.4000000000000004,222.9344912550148,3.3000000000000007,5.900812569485467,1.3,10,60.81857761937428,179.394941194947,220.87219800006886,220.87219800006886
ANY_106,3.9974382689815133,2.4000000000000004,14.01384741070404,3.8000000000000007,0.7875888192220414,1.2000000000000002,7,6.44733620422384,11.844545250805881,13.957084444046133,13.985864806584392
ANY_130,18.488082566148055,5.4,92.30737556229994,5.2,1.4048669966733698,0.7000000000000001,16,32.25771359238499,79.80016953235564,92.26212742675305,92.26212742675305
ANY_110,17.042162409927098,3.0,68.37822231101957,4.800000000000001,1.571861733788242,1.4000000000000001,9,30.113679852053977,62.50514480834312,68.06576593171805,68.06576593171805
ANY_314_View1,5.34220655546303,6.300000000000001,17.765346372846892,4.300000000000001,0.5016069047816916,1.8,17,7.0764217811497305,15.135454932013966,17.746937586220525,17.746937586220525
ANY_314_View2,6.7972931761812845,3.3000000000000003,25.35051546325224,4.2,0.9396828012537949,1.3,10,10.904820880944524,21.95175675394871,25.364829921845004,25.364829921845004
ANY_126,7.7532503879966885,3.0,8.865553207284067,1.2000000000000002,1.1119062691414439,2.1,9,1.7457887024766259,6.0913665141369915,8.867612578292848,8.867612578292848
ANY_317,4.6664848337408396,6.800000000000001,12.473165716084091,2.2,0.3679635350567576,1.7000000000000002,17,1.6831835911188169,3.4237343674330822,5.718288787174471,9.4461366255891
ANY_129,21.067888907042423,4.0,58.28267416478749,2.9000000000000004,2.107748155462877,1.6,12,18.420554515869394,49.71821120319678,58.06333711467731,58.06333711467731
ANY_183,24.79269390041924,3.9000000000000004,71.18123946130784,3.4000000000000004,2.461348971541612,0.1,12,2.4086593538687566,31.001205702279165,64.16675752347447,71.08924818247736
ANY_378,6.082473441700124,4.3,35.964695833513446,7.1000000000000005,0.8259725406762688,1.1,13,17.14970107050104,33.968096349021046,35.913323023976794,35.913323023976794
ANY_357,2.4973378818425793,6.300000000000001,7.410503301793767,5.500000000000001,0.2317532271629401,0.7000000000000001,16,3.2984688354740337,6.0690317852392175,7.411033442812727,7.411033442812727
ANY_168,1.830688658104219,2.4000000000000004,5.655719219832725,3.5,0.1389155993580238,0.8,7,1.9430417440924432,4.743700870787732,5.634695247442792,5.634695247442792
ANY_353,11.943028699928723,2.0,38.58802921390311,4.6000000000000005,2.310413090210291,0.9,6,21.091656086726207,36.62213095836907,38.60014117715772,38.60014117715772
ANY_333,4.117030694490159,1.5,12.437419307612563,3.4000000000000004,1.0302402723969675,0.9,5,5.925892652495735,11.249111353344896,12.431544411796825,12.431544411796825
ANY_144,15.611841841055792,14.8,65.04583833402647,4.199999999999999,0.2212201472289017,7.300000000000001,25,6.181747635307806,20.67120326595303,43.34625849585023,62.27185894884387
ANY_173,4.197780722568263,2.3000000000000003,4.019980103592831,0.9000000000000001,1.0359552312788156,1.6,7,0.6204620418404937,2.6348167061042282,3.8262702101299504,4.067784993577512
ANY_367,10.58752682126872,3.9000000000000004,33.29328427711032,3.1000000000000005,1.0701988602626358,0.0,12,2.992211104722749,14.995694046422084,30.293907468131707,33.29328427711032
ANY_135,5.5069811634258246,3.5,22.103155395422103,4.700000000000001,0.4831753831610276,1.1,11,8.113646135628056,20.237026760748964,22.10943121858262,22.10943121858262
ANY_104,6.504483873291827,4.6000000000000005,40.19933822044168,7.199999999999999,0.8595122076587343,1.0,14,18.295350664774528,38.125036510735406,40.236930335859945,40.236930335859945
ANY_369,3.0157644508301495,1.8,12.664524953028776,4.5,0.5478914483653539,1.1,5,5.231246549653382,11.425859530155721,12.670963088559096,12.670963088559096
ANY_310,14.069890609707441,2.0,45.937371401743114,3.6000000000000005,2.284460510751445,0.9,6,19.58906976933639,41.45600915987551,45.89826071782028,45.89826071782028
ANY_356,25.845352172851566,2.0,36.39051538761171,1.5000000000000002,3.837029377845423,1.1,6,10.070912258900597,29.29869833996623,35.99013296793301,35.99013296793301
ANY_152,8.149092505671794,2.5,39.59555986096007,5.9,1.1113831886220384,1.3,8,20.342248423307748,37.14446539868474,39.46479406423437,39.46479406423437
ANY_393,10.433277027537818,3.0,28.527736488037508,3.5,1.4484054040996606,1.8,9,12.842529683875446,25.249225695982457,28.495766837945936,28.495766837945936
ANY_148,9.230343403247431,1.8,39.13243354479895,5.4,1.1632990818100224,0.0,5,14.892905011582139,31.75423889738097,39.13243354479895,39.13243354479895
ANY_172,10.056450421190094,3.5,43.598809203550154,4.500000000000001,1.1696927024649442,0.8,11,16.787921642419064,39.05217313433781,43.441345483160255,43.441345483160255
ANY_360,10.46779255599485,2.5,47.41728076839029,5.2,1.1057977129375565,0.9,8,21.56571728536576,44.18950866847324,47.2352448849921,47.2352448849921
ANY_184,0.08604949668806025,2.0,0.029206509451340595,0.30000000000000004,0.03141294604603781,1.6,6,0.0005493567366521843,0.010565895089131819,0.018870636330371022,0.03115898467651385
ANY_352,5.123641579807943,1.8,9.776911896391452,2.1,1.483626283342999,1.3,5,3.93478954374781,7.762651865036458,9.84482277378006,9.84482277378006
ANY_442,,,,,,,,,,,
